source,productid,mobilename,userid,review,rating,reviewdate,sentiment,_review_cleaned
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Rabbani  Sk,...Camera not good.Remaining everything good. No heating issue,,2025-08-12,Negative,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Suryakanta Barik,...Worst camera I have seen in this segment.,,2025-06-12,Negative,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",NETAJI P,...The front camera is not good enough.Apart from that the phone is excellent.,,2025-06-12,Negative,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Saras Sachan,...Product...Awesome Design...Big Battery...Nice Camera...Sound quality is best....Thank You Flipkart,,2025-06-12,Positive,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Rahman  M A,...Nice mobile except camera,,2025-08-12,Negative,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Flipkart Customer,...Camera is not good,,2025-10-08,Negative,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Hareesh Nulakala,...Camera super,,2025-09-12,Positive,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",vignesh  c,...Good photos captureBattery 1dayPerformance super,,2025-05-12,Positive,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Hari Krishna,...Nice but camera bad,,2025-10-09,Negative,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",RoY Ankit,...Good but camera  quality low,,2025-10-04,Neutral,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",Ujala  Kulkarnijha,...The camera quality is also good and it doesn't feel like 90htz.,,2025-10-05,Neutral,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",Flipkart Customer,...Selfie camera is a bit off but back camera is good the resolution is sometimes a bit blur but the functioning is smooth.,,2025-10-07,Neutral,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",Sayan Saha,...the camera is what you have to consider.Camera quality is average.Overall phone is Fantastic.,,2025-09-12,Positive,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",Rajesh Singh,...1. camera - average 6102.battery- very good but 10 watt charger 810,,2025-09-27,Neutral,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",Tippusultan Jagapur,"...side bar, freeform window.. High quality.Camera is clear and bright pictures.Many modes are available.Potrait is nice",,2025-08-12,Positive,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",Flipkart Customer,...This phone is  so much good acording to price camera quality is best you can buy this pho,,2025-09-12,Positive,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",Rajendra  Maru,...Camera quality is very bad ..I suggest dont purchse this phone .,,2025-08-12,Negative,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",सह संयोजक,...Display.........5.510Performance 510Camera ........4.510Audio quality 4.810Network,,2025-08-12,Neutral,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",Utkarsh Kumar,...Cons-Camera average quality  35Charging very slow .. you have to charge,,2025-08-12,Negative,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",Mohammad Ibrahim,...price and Perfect mobile for recent timesCamera quality goodPerformance goodOverall super mobileFinally,,2025-08-12,Positive,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",Gaurav,...50 Mega Pixel camera is equal to 5 MP camera of any normal mobile.,,2025-08-12,Negative,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",vikash,"...display is good, the software is fast.Just don't expect much in terms of camera.",,2025-08-12,Neutral,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",Kamlesh Prajapati,...Camera quality very bad.,,2025-10-08,Negative,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",Ganesh Kumbhar,...Product is good at this price range.But improve front camera quality.Front camera should be 8 or 12 megapixel,,2025-08-12,Positive,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",Lingareddy Chaitanya Chakravarti Reddy,"...2. There's a dummy rear camera, the front camera is usable",,2025-09-12,Neutral,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",Jd Dibyajyoti Das,...Camera quality,,2025-08-12,Neutral,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",Mohen Ronghang,...very good phone for medle class person..But camera quality is bad.. 50mp is just only the number.. Overall,,2025-10-08,Negative,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",Pavankumar B Navalli,...poor performanceThey mention 50MP cameraBut the picture quality is worst like 2 mp cameraSome phones with 2 MP camera are better than,,2025-09-12,Negative,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",Shreya Gaude,"... lock, and other gesture motion and so on.Just camera quality is not that good.Overall best quality mobileMust buy",,2025-09-12,Positive,
flipkart,42a123557bad4,"Ai+ Pulse (Black, 64 GB)",Ajay Pratap  Singh,"...The back camera is decent, but the front camera could have been better.",,2025-10-06,Neutral,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",Arjun Chetri,"...The camera quality is impressive, capturing sharp and vibrant photos.",,2025-01-12,Positive,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",Mohitosh  das,"...The camera quality is also impressive, capturing detailed shots effortlessly",,2025-01-12,Positive,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",Ranjeeta ubnare,"...is amazing!! I really liked the design.The camera quality is awesome.But the sound is a bit low. Overall, I really",,2025-05-12,Positive,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",Souvik Dutta,...2. Camera quality is below average basically at night time.,,2025-03-12,Negative,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",Flipkart Customer,...Happy with this phone and it's one camera quality is not too high.,,2025-06-12,Neutral,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",Flipkart Customer,...Best mobile phone but camera quality is little low.,,2025-07-12,Positive,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",Flipkart Customer,"...Plus, the rear camera captures detailed shots even in challenging light.",,2025-01-12,Positive,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",Irfan Shaikh,...Amazing product really so good.Front camera quality okay.,,2025-06-12,Positive,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",Flipkart Customer,"...The camera performs well in all lighting conditions, making it a useful device for photography.",,2025-01-12,Positive,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",Shubham Sharma,...I recently bought this phone and The camera quality is good.,,2025-06-12,Positive,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",shivam kashyap,"...Camera quality is very poor, 3rd class quality like feature phone camera ",,2025-06-12,Negative,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",Flipkart Customer,...The dual-camera setup on back ensures photo comes out great whether its a zoom or wide shot.,,2025-01-12,Positive,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",vishal yadav,...and stylish.2. front camera is good.3. back camera is average.4. base on the price of the phone processor,,2025-09-12,Neutral,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",Dinesh Kumar,...Camera quality not justifiable.50 MP is equivalent to 3MP of Nokia in old,,2025-02-12,Negative,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",suresh T,...Camera quality normalBattery performance super awesomeOverall,,2025-03-12,Neutral,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",Neem Raj,...phone and Very nice phone i like it. battery is good.But camera quality is bad.,,2025-04-12,Negative,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",Mamta  Agarwal,...A Nice Mobile.Camera is good.Not good for listening to Music.,,2025-07-12,Neutral,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",Anup Wasekar,"...The camera quality is poor, looking poco brand not expected such a bad quality in camera.",,2025-05-12,Negative,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",KAMLESH PATEL,...Good phone in this price rangeCamera quality is okBattery backup is goodPerformance is good,,2025-07-12,Positive,
flipkart,8e3f17ac2e724,"POCO C75 5G (Silver Stardust, 64 GB)",Dwarika Nath Mandal,...The camera is not good.It feels like a 2 Mega pixel camera.The design is not looking good.,,2025-08-12,Negative,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",ARIJIT MANDAL,"...Camera quality is decent in good light, and the clean stock Android experience is a big plus.",,2025-09-29,Positive,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Flipkart Customer,...2. THIS PHONE HAS FRONT CAMERA WAY LOWER SO EVERY PAGE HAS OBSTRUCTION OF BLACK DOT OF CAMERA.,,2025-09-12,Negative,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Krishna Yadav,...Working well untill now.....love the camera quality it's amazing...,,2025-04-12,Positive,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Ranjith kumar kumar,...nice mobile  this price range...camera quality superb..,,2025-03-12,Positive,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Gur Mohit,"...price, this mobile phone is worth buying.The camera quality is great . Speaker quality, design and looks are goo",,2025-08-12,Positive,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Ajay K J,"...good sound quality, good video quality.average camera quality.",,2025-08-12,Neutral,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Rambalak  Chaurasia,...Good product nice workingCamera quality goodBattery capacity amazing,,2025-02-12,Positive,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Jaison Varghese,"...performance. This phone is good for old people.Camera quality is good.Big screen, C type charging port and side",,2025-06-12,Positive,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Aditi Pandey,...Nice...camera quality 1010Everything is good Buy for,,2025-08-12,Positive,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Pramod Pandit,...Camera quality is very lowIt's start hanging if newNot so good product,,2025-07-12,Negative,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",iqra ali,...OMG the camera is MB..... mind-blowing,,2025-05-12,Positive,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Flipkart Customer,...Front not really camera and back cameraDesign good,,2025-04-12,Neutral,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Saikat Mondal,"...everything is good except the camera quality.To be specific, the back camera.Other than that, it's over worth its price",,2025-09-12,Neutral,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Superhero,...Lagging sometime and camera quality below average it could be decent.,,2025-06-12,Negative,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Retikal Anil kumar,"...Camera not at all good, Shaky photos , Need to capture and wait for few seconds",,2025-05-12,Negative,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Sushreesangita Sethy,...review:Phone Performance: 25Battery: 35Camera: 35Connectivity: 45Operating System: 35,,2025-09-22,Neutral,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Flipkart Customer,...graphics however a little leg can be seen .Camera quality is not so good.Display is bright enough and quality is,,2025-03-12,Negative,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Flipkart Customer,...price this is an extremely good product.The camera is good.The display is good.Minor lag sometimes,,2025-02-12,Positive,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Yadav Suraj,...Very nice phone but camera quality is vary bad,,2025-02-12,Negative,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Thilagaraj Madasamy,...Camera : 710Battery : 7.510Performance: 810Design,,2025-03-12,Neutral,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Prince  Kushwaha,"...The camera quality is top-notch, capturing sharp and vibrant photos even in low light.",,2025-05-12,Positive,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",anmolsingh  anmol,...iPhone 13pro max to 16The camera qualities is fab,,2025-09-25,Positive,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Pintu Harsha,...Perfomance wise also good ...No doubt about camera (stunning,,2025-09-27,Positive,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Shubham Gupta,...Nice phone in terms of use and camera quality,,2025-09-28,Positive,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Sayantan Mondal,"...Amazing phone ,camera quantity top-notch.Good performance.",,2025-09-25,Positive,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",BISWARUP GHOSH,...NO DOUBT ABOUT IPHONE 16. CAMERA IS EXCELLENT.BATTERY IS MODERATE. DISPLAY IS MUCH BETTER,,2025-09-26,Positive,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Ayush Raj,...Such a premium feel when you hold it.Camera is as usual top notch.Nothing to nitpic.,,2025-10-01,Positive,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Yash Sharma,"...The camera quality is awesome, perfect for cinematic videos .",,2025-10-04,Positive,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Sanjeev Bhati,...Amazing iphone ever .Camera is great and inland feel is amazing.Thanks flipkart,,2025-10-02,Positive,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Flipkart Customer,...Also the low light camera and protriant mode is amazing .,,2025-10-08,Positive,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Sougata Roy,...Intelligence is not available out of the box.Camera quality is awesome.,,2024-09-01,Positive,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Sujit Navik,...The phone's performance is good.The camera quality is good.,,2025-10-08,Positive,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Swatantra Singh,...Camera quality is superb.I got the best price for this phone.Apple,,2025-10-09,Positive,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Abhijeet  Modak,...Very nice phone. I got this in BBD.Camera quality is superb.,,2025-09-26,Positive,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Rohan Bhosale,...Cameras Quality is Too Good Photos Click like a DSLR camera ,,2025-10-01,Positive,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Flipkart Customer,...Camera quality is great .. and over all it is such a nice phone..,,2025-10-07,Positive,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Yash Vishwakarma,...Camera is  so good and have 5x optical zoom,,2025-10-01,Positive,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Pankaj Dhalwal,...The quality of the camera is very low while the 12 MP camera of the iPhone X is 100 times better.,,2025-05-12,Negative,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Rinku singh,...Nyc Phone with the camera quality,,2025-09-28,Positive,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Saurabh Suman,...Camera is good in terms of videography.But for photography I will not recommend,,2025-09-29,Neutral,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Anonymous,,,,Neutral,
flipkart,07f7cde0148c4,"realme P3 Lite 5G Charger in the Box (Lily White, 128 GB)",Vaibhav,"...Everything is good except camera, clicking very low quality pictures",,2025-10-07,Negative,
flipkart,07f7cde0148c4,"realme P3 Lite 5G Charger in the Box (Lily White, 128 GB)",Dhrishiv E,...Storage of 128GB is more than enough for photos  videos  and apps.,,2025-10-06,Positive,
flipkart,07f7cde0148c4,"realme P3 Lite 5G Charger in the Box (Lily White, 128 GB)",Atharvan F,...The 128GB storage is more than enough for all my photos  apps  and videos,,2025-10-06,Positive,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",Aaksha Siddqui,...The camera quality is decent and the pictures comes out bright and clear.,,2025-07-12,Positive,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",Faizan Khan,...The camera quality is decent and the pictures comes out bright and clear.,,2025-07-12,Positive,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",Arshan Siddique,"...One of the standout features is its camera, which is among the best in this segment, especially with portrait mode capturing great details.",,2025-07-12,Positive,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",Flipkart Customer,"...The camera setup includes a dual rear camera, with the primary sensor capturing decent shots in daylight but struggling a bit in low light.",,2025-07-12,Neutral,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",Flipkart Customer,...Camera quality of this phone is very goodBattery package is also really gudOne thing,,2025-07-12,Negative,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",Rajesh  Mullangi,"...It's absolutely not worth purchasing it.There is no quality of camera, pictures.No proper audio. Finger print sensors aren't",,2025-05-12,Negative,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",Indraprakash Singha,...quality. Battery don't last very long.Front and back cameras capture decent photos.5G signal and speed are at its best.,,2025-05-12,Neutral,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",SANJEEV KUMAR,...Best phone in this segmentCamera clarity is very good 55Display viewing experience is good 55Performance,,2025-07-12,Positive,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",Sridhar chowdary Muthyala,...phone m32 as they mentioned same size.4)camera quality is very bad5)sound quality is not goodMy surgest,,2025-05-12,Negative,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",Tanushree Rana,...totally loved the camera quality on this one.The battery is very long lasting too. The,,2025-07-12,Positive,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",Ibaad Siddiqui,...Camera Quality is Bad .,,2025-05-12,Negative,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",Divyansh Jawariya,...Camera quality,,2025-03-12,Neutral,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",Rajat Malik,...But the camera doesn't deliver the results as a 50mp camera.,,2025-09-30,Negative,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",santosh kumar chaurasia,...phone. Network connectivity is not working.Camera quality is also poor.Worst design ever.,,2025-07-12,Negative,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",Rohan Shirodkar,...Camera is the only con about the product..Rest of the performance is good..3.8,,2025-04-12,Neutral,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",Saikat Sinha,"...Camera quality is not good, but all others is good enough",,2025-10-10,Neutral,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",Obul Kumar S,...Camera not upto mark.,,2025-10-03,Negative,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",Flipkart Customer,...then you will definitely buy this productBy rating out of 10Camera7Display 9Look and body 10Battery 9,,2025-10-04,Positive,
